day,time,snsr_11,snsr_12,snsr_21,snsr_22
0,00:03:46.44,0.69,1.84,0.34,0.11
0,00:03:46.47,1.26,1.95,0.34,0
0,00:03:46.49,1.03,1.49,0.23,0.11
0,00:03:46.51,0.57,1.61,0.23,0.11
0,00:03:46.53,0.69,1.61,0.23,0.34
0,00:03:46.55,0.69,1.72,0,0.11
0,00:03:46.57,0.92,1.61,-0.34,0.23
0,00:03:46.59,0.57,1.61,-2.64,0
0,00:03:46.61,1.38,2.3,-14.71,0.23
0,00:03:46.63,-9.54,7.24,48.74,0.11
0,00:03:46.65,-110.93,-80.69,44.6,0.11
0,00:03:46.67,37.7,-103.45,20.35,0.11
0,00:03:46.70,-7.24,0.69,9.2,0.11
0,00:03:46.72,24.94,17.36,0,0
0,00:03:46.74,41.84,-6.9,26.32,0.11
0,00:03:46.76,-32.53,91.16,-6.9,0.11
0,00:03:46.78,-19.43,35.17,-10.58,0.11
0,00:03:46.80,37.82,1.26,-1.72,0.11
0,00:03:46.82,-1.95,-9.2,-1.95,0.23
0,00:03:46.84,-7.24,0.46,1.72,0.23
0,00:03:46.86,1.03,-0.92,-2.53,0
0,00:03:46.88,4.94,5.4,-2.3,0.11
0,00:03:46.90,2.76,1.84,-3.45,0.11
0,00:03:46.92,-1.38,2.76,-5.98,-0.11
0,00:03:46.95,-5.17,-2.76,-2.99,0.11
0,00:03:46.97,-4.02,1.61,3.22,0.11
0,00:03:46.99,-10.23,-0.34,13.22,0.11
0,00:03:47.01,-2.41,-7.82,3.33,0.23
0,00:03:47.03,-4.71,1.84,2.07,0.11
0,00:03:47.05,-3.22,-28.85,-0.23,0.11
0,00:03:47.07,-4.25,-4.02,0.46,0.11
0,00:03:47.09,-1.61,5.98,-14.02,0.11
0,00:03:47.11,-13.1,-2.53,-20.58,0.23
0,00:03:47.13,2.3,0.92,-2.41,0.11
0,00:03:47.16,2.53,1.15,-1.38,0.11
0,00:03:47.18,-2.99,-1.84,-4.25,0.23
0,00:03:47.20,-6.21,-1.15,1.03,0.11
0,00:03:47.22,-0.92,2.87,-0.34,0.11
0,00:03:47.24,-0.11,1.61,1.26,0.11
0,00:03:47.26,1.15,2.64,1.72,0.11
0,00:03:47.28,0.92,5.17,2.18,0.23
0,00:03:47.30,1.26,0.34,1.49,0.11
0,00:03:47.32,1.03,2.07,0.34,0.11
0,00:03:47.35,2.76,1.38,0,0
0,00:03:47.37,2.87,2.53,-0.57,0.11
0,00:03:47.39,3.1,6.55,0.69,0.11
0,00:03:47.41,-0.8,8.74,-1.61,0.11
0,00:03:47.43,1.15,0.92,2.07,0.11
0,00:03:47.45,0.57,0.34,2.53,0.11
0,00:03:47.47,0.57,0.8,0.92,0.23
0,00:03:47.49,1.38,2.41,1.61,0.11
0,00:03:47.51,0.57,2.76,3.45,0.11
0,00:03:47.53,1.84,1.61,1.95,0.11
0,00:03:47.56,1.38,1.38,0.57,0.23
0,00:03:47.58,2.18,1.15,2.18,0.11
0,00:03:47.60,2.41,0.92,1.61,0.34
0,00:03:47.62,2.3,1.61,2.07,0.11
0,00:03:47.64,0.46,1.38,1.49,0.23
0,00:03:47.66,0.46,1.26,0,0.11
0,00:03:47.68,1.15,3.68,1.26,0
0,00:03:47.70,0.23,3.33,1.26,0
0,00:03:47.72,-0.46,6.78,1.95,0.23
0,00:03:47.74,1.26,1.49,1.38,0.11
0,00:03:47.77,-0.11,2.64,1.03,0.11
0,00:03:47.79,0.46,1.38,0.34,0.11
0,00:03:47.81,0.23,1.72,0.92,0.11
0,00:03:47.83,1.84,2.99,1.38,0.11
0,00:03:47.85,0.92,1.15,1.72,0.11
0,00:03:47.87,0.46,1.26,1.84,0.11
0,00:03:47.89,-0.23,1.49,0.23,0.11
0,00:03:47.91,1.03,1.95,1.38,0.11
0,00:03:47.94,0.46,2.99,0.34,0.23
0,00:03:47.96,0.34,-0.8,0.23,0.11
0,00:03:47.98,0.34,3.91,0.69,0.23
0,00:03:48.00,1.03,2.18,-0.34,0.11
0,00:03:48.02,0.57,1.61,-0.34,0.23
0,00:03:48.04,-0.92,1.26,-0.57,0.11
0,00:03:48.06,-0.57,1.95,0.8,0.11
0,00:03:48.08,0.8,1.61,1.84,0.11
0,00:03:48.10,0,1.49,1.49,0.11
0,00:03:48.12,-0.34,1.38,1.84,0.23
0,00:03:48.15,-0.46,0.92,1.61,0.11
0,00:03:48.17,0.34,1.15,0.8,0.11
0,00:03:48.19,0.46,1.26,0.69,0.11
0,00:03:48.21,0.8,2.41,0.8,0.11
0,00:03:48.23,0.69,1.95,0,0.23
0,00:03:48.25,0.92,1.38,0.34,0.23
0,00:03:48.27,1.26,1.38,0.57,0.11
0,00:03:48.29,1.15,1.61,1.26,0.11
0,00:03:48.31,0.69,1.38,0.69,0.23
0,00:03:48.33,0.46,1.26,0.8,0.11
0,00:03:48.36,0.11,1.26,1.49,0.11
0,00:03:48.38,-0.11,1.26,0.57,0.11
0,00:03:48.40,0.23,1.26,-0.46,0.23
0,00:03:48.42,0.34,1.26,-0.69,0.11
0,00:03:48.44,0.11,1.61,0.92,0.23
0,00:03:48.46,0.34,1.38,0.69,0.23
0,00:03:48.48,0.34,1.61,1.38,0.23
0,00:03:48.50,1.03,1.38,0.23,0.11
0,00:03:48.52,0.8,1.61,0.23,0.11
0,00:03:48.54,0.8,1.38,0.46,0.11
0,00:03:48.57,0.46,1.61,0.46,0.11
0,00:03:48.59,0.69,1.38,0.69,0.23
0,00:03:48.61,0.23,1.61,0.57,0.11
0,00:03:48.63,0.34,1.95,0.69,0.23
0,00:03:48.65,0.57,1.84,0.34,0.11
0,00:03:48.67,0.69,1.61,0.34,0.34
0,00:03:48.69,0.92,1.72,0.69,0.11
0,00:03:48.71,0.8,1.26,0.57,0.11
0,00:03:48.73,0.23,1.72,0,0.11
0,00:03:48.76,-0.57,1.72,-0.11,0
0,00:03:48.78,0.34,1.38,0,0.11
0,00:03:48.80,0.34,1.15,0.11,0.11
0,00:03:48.82,0.11,1.49,-0.34,0.11
0,00:03:48.84,-0.23,1.61,-1.95,0.11
0,00:03:48.86,0.46,2.87,-9.89,0.11
0,00:03:48.88,-22.19,8.74,-28.85,0.11
0,00:03:48.90,-104.37,-60.92,45.64,0.11
0,00:03:48.92,49.66,-106.56,54.26,0.11
0,00:03:48.94,2.53,11.84,18.16,0.23
0,00:03:48.97,-73.57,-17.01,-48.39,0
0,00:03:48.98,76.33,47.7,0,0
0,00:03:49.00,-51.27,-68.4,-13.33,0.11
0,00:03:49.02,11.49,81.27,-19.31,0.23
0,00:03:49.04,38.51,16.21,12.53,0.11
0,00:03:49.06,3.1,-8.28,0.34,0.11
0,00:03:49.08,4.83,-2.99,-4.48,0.23
0,00:03:49.10,0.69,-0.23,-5.4,0.11
0,00:03:49.12,2.64,3.45,-1.15,0.11
0,00:03:49.15,-2.53,-0.57,-1.84,0.11
0,00:03:49.17,-6.09,-2.53,-12.18,0.11
0,00:03:49.19,6.67,2.41,-1.49,0.23
0,00:03:49.21,-4.25,3.79,1.84,0.11
0,00:03:49.23,-1.95,0,27.01,0.11
0,00:03:49.25,-2.3,-1.95,1.84,0.11
0,00:03:49.27,-2.18,-5.75,3.33,0
0,00:03:49.29,-2.41,-27.13,3.1,0.23
0,00:03:49.31,-0.8,-6.44,5.29,0.11
0,00:03:49.34,1.38,8.85,15.17,0.11
0,00:03:49.36,-46.21,-8.16,-34.26,0.11
0,00:03:49.38,-0.69,-0.46,5.86,-0.11
0,00:03:49.40,-1.95,2.07,-3.22,0.34
0,00:03:49.42,-0.46,-2.53,-4.48,0.11
0,00:03:49.44,1.95,1.49,-0.92,0.11
0,00:03:49.46,-3.1,2.41,-0.46,0.11
0,00:03:49.48,-0.57,1.26,1.49,0.11
0,00:03:49.50,0.23,0,2.07,0.11
0,00:03:49.53,-0.69,3.45,0.8,0.11
0,00:03:49.55,-2.07,1.15,2.41,0.11
0,00:03:49.57,3.22,2.64,1.61,0.11
0,00:03:49.59,2.07,3.33,1.38,0.11
0,00:03:49.61,1.84,2.41,1.84,0.11
0,00:03:49.63,4.48,2.64,0.23,0.11
0,00:03:49.65,1.84,4.14,0.46,0
0,00:03:49.67,2.53,5.29,1.61,0.11
0,00:03:49.69,-0.8,2.3,1.84,0.23
0,00:03:49.72,1.49,2.76,2.87,0.11
0,00:03:49.74,1.03,0,2.18,0.11
0,00:03:49.76,6.78,1.72,3.56,0.11
0,00:03:49.78,0.8,-0.34,-0.46,0.11
0,00:03:49.80,1.03,0.34,0.69,0.11
0,00:03:49.82,1.03,2.76,1.95,0.23
0,00:03:49.84,2.07,0.11,2.3,0.11
0,00:03:49.86,1.49,1.26,1.95,0.11
0,00:03:49.88,1.84,1.38,1.61,0.11
0,00:03:49.90,2.76,8.28,0.8,0.23
0,00:03:49.92,2.07,2.99,1.95,0.11
0,00:03:49.95,0.92,2.99,1.49,0.23
0,00:03:49.97,1.26,2.99,1.38,0.23
0,00:03:49.99,1.03,2.53,1.03,0.11
0,00:03:50.01,0.57,2.07,1.84,0.11
0,00:03:50.03,0.46,1.38,1.26,0.11
0,00:03:50.05,-0.46,2.3,1.72,0.23
0,00:03:50.07,0.34,1.72,1.72,0.23
0,00:03:50.09,0.92,2.18,2.3,0.11
0,00:03:50.11,0.11,2.41,1.84,0.11
0,00:03:50.14,0.92,1.03,1.03,0.11
0,00:03:50.16,1.15,1.15,1.38,0.11
0,00:03:50.18,1.72,1.26,1.72,0.11
0,00:03:50.20,1.38,1.61,1.03,0.11
0,00:03:50.22,1.15,1.61,1.15,0.11
0,00:03:50.24,1.38,1.49,-0.34,0.11
0,00:03:50.26,0.92,1.84,-0.57,0
0,00:03:50.28,-0.11,1.84,1.61,0.11
0,00:03:50.30,-0.34,2.18,1.38,0.11
0,00:03:50.33,-0.92,2.18,1.49,0.11
0,00:03:50.35,0.34,2.64,1.84,0.11
0,00:03:50.37,0.46,2.3,0.57,0.11
0,00:03:50.39,0.69,2.07,1.26,0.11
0,00:03:50.41,0.34,1.61,1.95,0.11
0,00:03:50.43,0.8,1.72,1.26,0
0,00:03:50.45,0.23,1.38,1.03,0
0,00:03:50.47,1.15,1.15,1.26,0.11
0,00:03:50.49,1.26,1.26,1.03,0.23
0,00:03:50.51,1.38,1.49,0.57,0.23
0,00:03:50.53,1.26,1.26,1.26,0.11
0,00:03:50.56,1.03,1.15,1.26,0.11
0,00:03:50.58,0.8,1.03,0.57,0.11
0,00:03:50.60,0.57,1.49,0.8,0.23
0,00:03:50.62,0.57,1.61,0.92,0.11
0,00:03:50.64,0.46,1.38,1.15,0.23
0,00:03:50.66,-0.23,1.95,1.15,0.11
0,00:03:50.68,0,2.07,1.26,0.11
0,00:03:50.70,0.57,2.64,1.26,0.11
0,00:03:50.72,0.69,2.64,0.92,0.11
0,00:03:50.75,0.8,1.72,0.8,0.11
0,00:03:50.77,0.69,1.72,0.57,0.11
0,00:03:50.79,1.38,1.72,1.15,0.11
0,00:03:50.81,1.38,2.3,1.26,0
0,00:03:50.83,0.57,1.84,0.46,0
0,00:03:50.85,0.92,1.95,1.03,0.11
0,00:03:50.87,1.15,1.49,0.34,0.11
0,00:03:50.89,0.8,1.38,1.03,0.11
0,00:03:50.91,0.34,1.49,0.69,0.11
0,00:03:50.94,0.57,1.72,0.34,0.11
0,00:03:50.96,0.69,1.72,0.92,0.11
0,00:03:50.98,0.34,2.18,1.26,0.11
0,00:03:51.00,0.92,1.26,1.03,0.11
0,00:03:51.02,1.03,1.03,0.34,0.23
0,00:03:51.04,1.49,1.26,1.03,0.11
0,00:03:51.06,0.34,1.49,1.61,0.11
0,00:03:51.08,0.34,1.61,1.15,0.11
0,00:03:51.10,0.69,1.72,0.46,0.11
0,00:03:51.12,0.92,1.84,0.46,0.23
0,00:03:51.15,0.92,1.61,1.38,0.23
0,00:03:51.17,0.34,1.72,0.92,0.11
0,00:03:51.19,0.57,1.84,1.15,0.11
0,00:03:51.21,0.92,2.41,1.03,0.23
0,00:03:51.23,0.11,2.18,0.8,0.11
0,00:03:51.25,0.8,2.3,0.92,0.34
0,00:03:51.27,0.69,1.84,1.03,0.11
0,00:03:51.29,0.46,1.49,1.03,0.23
0,00:03:51.31,0.57,1.61,0.23,0
0,00:03:51.33,0.57,1.72,0.23,0.11
0,00:03:51.36,0.23,1.72,0.11,0.11
0,00:03:51.38,0,1.95,-1.61,0.11
0,00:03:51.40,1.72,2.53,-12.18,0.11
0,00:03:51.42,-40.92,5.17,38.16,0.23
0,00:03:51.44,-125.76,-102.42,35.75,0.11
0,00:03:51.46,22.88,-55.18,-16.21,0.11
0,00:03:51.48,16.44,8.97,38.05,0.23
0,00:03:51.50,-60.81,42.42,40.46,0.11
0,00:03:51.53,62.53,-2.07,18.39,0.11
0,00:03:51.55,-60.81,107.36,-9.54,1.72
0,00:03:51.57,27.59,67.71,-12.99,0.11
0,00:03:51.59,18.74,1.49,3.45,0.11
0,00:03:51.61,-1.03,-4.94,-1.95,0.23
0,00:03:51.63,1.49,-0.11,4.25,0.11
0,00:03:51.65,2.87,0.57,-3.68,0
0,00:03:51.67,3.56,1.49,0.34,0
0,00:03:51.69,-11.04,0.8,-2.07,0.11
0,00:03:51.71,0.69,3.56,-3.22,0.23
0,00:03:51.74,-2.64,2.3,-5.63,0.11
0,00:03:51.76,-1.72,5.4,0.57,0.11
0,00:03:51.78,-6.67,1.15,38.05,0.11
0,00:03:51.80,-3.56,-4.48,4.37,0.23
0,00:03:51.82,-3.79,-2.53,5.4,0.11
0,00:03:51.84,-2.99,5.4,3.91,0.11
0,00:03:51.86,6.55,-38.28,-11.27,0.11
0,00:03:51.88,-0.23,-2.41,17.93,0.23
0,00:03:51.90,-55.41,-14.94,-33.68,0.11
0,00:03:51.92,2.3,-0.23,2.18,0.23
0,00:03:51.94,-2.41,0.34,-6.78,0.11
0,00:03:51.97,-4.94,3.22,-3.56,0.11
0,00:03:51.99,2.99,-1.15,0.46,0.11
0,00:03:52.01,3.22,-2.53,-1.61,0.11
0,00:03:52.03,-2.18,-0.8,2.41,0
0,00:03:52.05,1.61,1.38,1.72,0.11
0,00:03:52.07,1.15,2.53,2.07,0.11
0,00:03:52.09,0.46,2.99,1.84,0.11
0,00:03:52.11,2.64,6.09,1.26,0.11
0,00:03:52.13,1.03,2.64,1.26,0.23
0,00:03:52.16,0.46,1.38,-0.57,0.11
0,00:03:52.18,0.92,5.75,1.15,0.23
0,00:03:52.20,7.7,1.84,0.11,0.11
0,00:03:52.22,-0.23,1.72,0.11,0.23
0,00:03:52.24,-1.26,8.97,2.64,0.11
0,00:03:52.26,0,3.33,4.83,0.11
0,00:03:52.28,0.69,0.11,-0.57,0.11
0,00:03:52.30,2.18,0.46,0.11,0
0,00:03:52.32,1.49,2.53,1.72,0.11
0,00:03:52.35,1.03,1.15,1.95,0.11
0,00:03:52.37,1.15,0.57,2.3,0.23
0,00:03:52.39,0.92,1.15,1.84,0.23
0,00:03:52.41,0.92,2.53,-0.23,0.11
0,00:03:52.43,2.07,2.18,-0.34,0.11
0,00:03:52.45,2.18,1.49,0.92,0.23
0,00:03:52.47,1.03,2.87,0,0.34
0,00:03:52.49,-1.03,1.49,2.53,0.11
0,00:03:52.51,-0.57,1.38,3.22,0
0,00:03:52.53,0.11,0.8,1.15,0.11
0,00:03:52.56,0.23,1.03,0,0.34
0,00:03:52.58,0.57,1.95,2.18,0.11
0,00:03:52.60,0.46,1.95,2.76,0.11
0,00:03:52.62,0.11,2.41,1.84,0.23
0,00:03:52.64,0.23,1.72,2.07,0.11
0,00:03:52.66,1.38,2.07,1.49,0.11
0,00:03:52.68,0.92,0.92,1.26,0.11
0,00:03:52.70,0.57,1.84,0,0.23
0,00:03:52.72,0,0.8,-1.03,0.11
0,00:03:52.74,-1.26,2.3,1.26,0.11
0,00:03:52.77,0,2.18,2.87,0.11
0,00:03:52.79,0,1.72,0.46,0.11
0,00:03:52.81,-0.46,1.49,-0.23,0.11
0,00:03:52.83,-0.23,1.49,1.84,0.11
0,00:03:52.85,0.23,1.38,1.03,0.11
0,00:03:52.87,-0.11,0.69,0.23,0.11
0,00:03:52.89,0,1.15,1.49,0.11
0,00:03:52.91,0.8,1.61,1.38,0.11
0,00:03:52.94,0.69,1.49,0.8,0
0,00:03:52.96,1.03,0.92,1.61,0.11
0,00:03:52.98,0.69,0.57,1.38,0.11
0,00:03:53.00,1.15,1.26,0.46,0.23
0,00:03:53.02,0.92,0.92,0.69,0.11
0,00:03:53.04,0.23,1.26,0.57,0.11
0,00:03:53.06,0.23,1.26,1.15,0.11
0,00:03:53.08,-0.46,1.72,1.03,0.11
0,00:03:53.10,-0.23,1.61,1.26,0.11
0,00:03:53.12,0.11,1.72,0.69,0.23
0,00:03:53.15,0.46,2.76,1.26,0
0,00:03:53.17,0.23,1.61,0.69,0.11
0,00:03:53.19,0.46,1.15,0.34,0.11
0,00:03:53.21,0.8,1.38,0.92,0.11
0,00:03:53.23,0.69,1.72,1.03,0.23
0,00:03:53.25,0.46,1.72,0.23,0.11
0,00:03:53.27,0.23,1.61,1.26,0.34
0,00:03:53.29,1.15,1.15,-0.11,0.11
0,00:03:53.31,0.23,1.72,-0.11,0.23
0,00:03:53.33,0.57,1.49,0.34,0.11
0,00:03:53.35,0.8,1.38,0.69,0.11
0,00:03:53.38,-0.23,2.64,0.57,0.11
0,00:03:53.40,1.26,1.95,1.15,0.11
0,00:03:53.42,1.03,0.23,0.46,0.11
0,00:03:53.44,0.46,-0.69,0.34,0.11
0,00:03:53.46,0.11,0.34,1.84,0.11
0,00:03:53.48,0.23,0.69,1.84,0.23
0,00:03:53.50,-0.57,1.03,1.49,0.11
0,00:03:53.52,-1.26,2.18,0.11,0.11
0,00:03:53.54,-0.69,2.07,0.23,0.11
0,00:03:53.57,-0.34,2.18,0.46,0.11
0,00:03:53.59,0.34,1.72,1.49,0.23
0,00:03:53.61,0.8,1.61,1.03,0.11
0,00:03:53.63,1.38,1.95,0.34,0.11
0,00:03:53.65,1.38,1.26,0.11,0.11
0,00:03:53.67,1.15,1.84,0.34,0.11
0,00:03:53.69,0.69,2.41,0.57,0.11
0,00:03:53.71,1.38,2.18,0.57,0.23
0,00:03:53.73,0.69,2.07,0.8,0.11
0,00:03:53.76,0.11,2.07,0.46,0.34
0,00:03:53.78,0.8,1.38,0.8,0.11
0,00:03:53.80,1.03,1.61,1.26,0.11
0,00:03:53.82,0,1.49,0.46,0.11
0,00:03:53.84,0,1.26,-0.57,0.11
0,00:03:53.86,-0.34,2.3,-1.95,0.11
0,00:03:53.88,0.8,2.64,-6.78,0.11
0,00:03:53.90,-31.96,5.4,76.1,0.34
0,00:03:53.92,-115.64,-45.86,56.56,0.34
0,00:03:53.94,-1.61,-38.16,27.36,0.34
0,00:03:53.97,-17.24,13.33,7.59,0.23
0,00:03:53.99,123.23,18.51,46.78,0.11
0,00:03:54.01,48.97,67.94,-62.42,0.11
0,00:03:54.03,-52.76,27.59,46.21,0.23
0,00:03:54.05,4.48,57.02,-12.99,0.11
0,00:03:54.07,50.92,0,14.48,0.23
0,00:03:54.09,-0.92,-4.94,-4.94,0.11
0,00:03:54.11,-0.69,-4.02,0,0.11
0,00:03:54.13,-2.76,0.8,-2.76,0.11
0,00:03:54.15,-4.25,-0.11,-5.06,0.11
0,00:03:54.18,1.84,1.84,-5.75,0.11
0,00:03:54.20,0.34,3.91,-0.11,0.11
0,00:03:54.22,2.99,1.84,2.64,0.23
0,00:03:54.24,2.53,-1.03,2.18,0.34
0,00:03:54.26,-2.18,-0.92,2.41,0.11
0,00:03:54.28,-2.53,0.46,2.41,0.11
0,00:03:54.30,0.34,-1.49,0.23,0
0,00:03:54.32,-5.98,4.6,8.62,0.23
0,00:03:54.34,1.84,-31.27,2.3,0.11
0,00:03:54.37,-3.33,-0.34,5.98,0.11
0,00:03:54.39,4.94,1.26,5.4,0.11
0,00:03:54.41,-44.49,-8.51,-67.36,0.11
0,00:03:54.43,-0.46,2.07,-4.6,0.23
0,00:03:54.45,6.21,2.41,4.6,0.11
0,00:03:54.47,-2.07,-1.61,-2.76,0.11
0,00:03:54.49,-5.06,1.61,-4.71,0.11
0,00:03:54.51,0.11,0,1.15,0.11
0,00:03:54.53,-0.46,1.03,1.03,0.11
0,00:03:54.56,0.34,2.18,3.56,0.11
0,00:03:54.58,0.92,2.07,1.15,0.11
0,00:03:54.60,0.23,3.33,1.49,0.11
0,00:03:54.62,-1.03,2.64,0.8,0.34
0,00:03:54.64,0.23,2.53,1.95,0.11
0,00:03:54.66,0.57,2.99,0.57,0.11
0,00:03:54.68,4.94,3.1,1.03,0.11
0,00:03:54.70,3.45,-2.99,0.34,0.11
0,00:03:54.72,0,7.47,1.95,0.11
0,00:03:54.74,-0.46,3.1,0.11,0.11
0,00:03:54.76,1.49,-0.23,0.69,0.23
0,00:03:54.79,0.8,1.38,2.64,0.34
0,00:03:54.81,1.84,3.33,4.25,0.11
0,00:03:54.83,1.49,1.72,2.41,0.11
0,00:03:54.85,1.72,1.95,2.87,0.11
0,00:03:54.87,1.84,1.95,1.95,0.23
0,00:03:54.89,1.15,2.41,1.38,0.11
0,00:03:54.91,-0.11,1.26,1.61,0.11
0,00:03:54.93,1.26,1.49,1.84,0.11
0,00:03:54.96,1.61,2.41,1.38,0.11
0,00:03:54.98,1.95,2.76,1.15,0.11
0,00:03:55.00,1.72,2.53,1.26,0.11
0,00:03:55.02,1.38,2.53,1.38,0.11
0,00:03:55.04,1.38,2.87,1.38,0.11
0,00:03:55.06,-0.23,3.79,0.57,0
0,00:03:55.08,-0.23,2.18,1.84,0
0,00:03:55.10,-0.11,2.3,0.92,0.11
0,00:03:55.12,0,2.07,0.8,0.23
0,00:03:55.14,0.92,2.07,0.92,0.11
0,00:03:55.17,0.34,1.61,1.95,0.11
0,00:03:55.19,0.46,1.61,1.84,0.23
0,00:03:55.21,0.46,1.38,0.92,0.11
0,00:03:55.23,0.8,1.72,0.23,0.11
0,00:03:55.25,0.34,1.84,0.57,0
0,00:03:55.27,0.46,1.15,0,0.11
0,00:03:55.29,0.11,0.69,0.57,0.11
0,00:03:55.31,0.23,1.26,0.69,0.23
0,00:03:55.33,0,2.3,1.95,0.11
0,00:03:55.35,0.69,1.03,1.72,0.23
0,00:03:55.38,0.46,1.38,1.49,0.34
0,00:03:55.40,0.23,1.15,0.46,0.23
0,00:03:55.42,0.11,1.72,1.15,0.23
0,00:03:55.44,0.57,1.15,1.38,0.11
0,00:03:55.46,0.8,1.61,1.15,0.11
0,00:03:55.48,0.11,1.49,1.15,0.11
0,00:03:55.50,0.34,2.07,1.26,0.11
0,00:03:55.52,1.15,2.18,1.38,0.11
0,00:03:55.54,1.03,2.07,0.8,0.23
0,00:03:55.56,0.34,1.38,0.57,0
0,00:03:55.59,0.57,1.61,0.69,0.11
0,00:03:55.61,-0.23,1.95,1.61,0.11
0,00:03:55.63,-0.11,1.72,0.46,0.11
0,00:03:55.65,0.69,1.03,0.46,0.11
0,00:03:55.67,1.49,1.15,0.23,0.11
0,00:03:55.69,1.38,1.26,0.92,0.11
0,00:03:55.71,1.03,1.61,0.23,0.11
0,00:03:55.73,0.69,1.49,0.92,0.11
0,00:03:55.76,0.23,1.84,0.46,0.11
0,00:03:55.78,0.34,1.38,1.49,0.11
0,00:03:55.80,0.92,1.15,0.34,0.11
0,00:03:55.82,0.46,1.72,0.34,0
0,00:03:55.84,0.8,1.49,0.69,0.11
0,00:03:55.86,1.03,2.07,0.46,0.34
0,00:03:55.88,0.92,1.84,1.03,0.11
0,00:03:55.90,0.92,2.3,0.23,0.11
0,00:03:55.92,0.57,2.18,0.46,0.11
0,00:03:55.94,0,2.07,-0.34,0.11
0,00:03:55.97,0.69,2.3,0.11,0.11
0,00:03:55.99,0.46,1.84,0,0
0,00:03:56.01,-0.8,1.26,0.46,0
0,00:03:56.03,-0.23,1.03,0.92,0.11
0,00:03:56.05,-0.23,1.95,0.69,0
0,00:03:56.07,0.11,1.15,0.92,0.23
0,00:03:56.09,0.34,1.03,-0.11,0.23
0,00:03:56.11,-0.11,0.92,-0.57,0.11
0,00:03:56.13,-1.26,1.03,-3.1,0.11
0,00:03:56.15,0.57,3.33,-28.62,0.11
0,00:03:56.17,-133.23,-7.59,64.37,0.11
0,00:03:56.20,-57.82,-222.08,53.57,0.11
0,00:03:56.22,58.28,35.63,47.82,0.11
0,00:03:56.24,-2.3,-14.94,99.32,0.11
0,00:03:56.26,192.31,71.84,0,0
0,00:03:56.28,-26.44,-127.94,0,0
0,00:03:56.29,-27.24,77.48,-24.14,0.11
0,00:03:56.31,17.93,44.72,-8.85,0.11
0,00:03:56.34,0,3.79,0,0
0,00:03:56.35,7.93,-5.4,-6.32,0.11
0,00:03:56.37,17.7,-4.14,-5.98,0.11
0,00:03:56.39,3.68,1.03,-1.26,0.11
0,00:03:56.42,-3.91,-0.34,-4.14,-0.11
0,00:03:56.44,-6.44,0.57,-2.87,0.11
0,00:03:56.46,-3.68,-2.76,2.18,0.11
0,00:03:56.48,2.3,3.91,7.7,0.11
0,00:03:56.50,-5.17,-0.69,10.58,0.11
0,00:03:56.52,-5.52,-0.8,5.29,0.23
0,00:03:56.54,-1.38,0.23,5.17,0.11
0,00:03:56.56,-1.61,-5.63,2.53,0.23
0,00:03:56.58,1.03,-16.44,4.83,0.11
0,00:03:56.60,3.56,-6.67,9.77,0
0,00:03:56.63,1.49,6.55,8.05,0.11
0,00:03:56.65,-36.67,-4.94,-20.35,0
0,00:03:56.67,1.38,-7.59,-1.03,0.11
0,00:03:56.69,-5.52,-1.26,-3.68,0.11
0,00:03:56.71,-1.49,1.72,-0.11,0.11
0,00:03:56.73,-1.49,2.3,1.38,0.11
0,00:03:56.75,-1.61,1.03,-1.03,0.23
0,00:03:56.77,0.46,1.03,1.95,0.34
0,00:03:56.79,-2.41,0.46,1.84,0.11
0,00:03:56.81,0.8,3.22,1.03,0.23
0,00:03:56.84,1.15,1.49,2.64,0.11
0,00:03:56.86,-0.11,4.14,2.3,0.11
0,00:03:56.88,1.03,2.53,1.95,0.23
0,00:03:56.90,2.64,3.56,0.8,0.11
0,00:03:56.92,2.76,2.87,-1.15,0.11
0,00:03:56.94,3.1,1.61,-0.46,0.23
0,00:03:56.96,5.4,24.71,1.38,0.23
0,00:03:56.98,2.3,3.56,3.33,0.11
0,00:03:57.00,-3.79,0.11,2.64,0.11
0,00:03:57.03,0.23,-7.13,-0.23,0.11
0,00:03:57.05,3.68,2.99,0,0.11
0,00:03:57.07,2.87,3.1,-0.69,0
0,00:03:57.09,2.3,1.72,1.15,0
0,00:03:57.11,0.34,2.64,3.33,0.11
0,00:03:57.13,0.34,2.99,2.53,0.11
0,00:03:57.15,1.15,1.61,0.46,0.11
0,00:03:57.17,0.69,2.41,2.41,0.11
0,00:03:57.19,1.95,1.72,0.8,0.11
0,00:03:57.22,2.41,1.95,0.69,-0.11
0,00:03:57.24,1.95,2.53,1.95,0.11
0,00:03:57.26,3.33,2.41,0.23,0.34
0,00:03:57.28,0.92,1.26,1.61,0.11
0,00:03:57.30,0.8,2.53,1.95,0.11
0,00:03:57.32,0.11,2.87,1.72,0
0,00:03:57.34,0.92,0.92,1.26,0.11
0,00:03:57.36,0.11,1.61,2.07,0
0,00:03:57.38,0.46,2.3,2.07,0.11
0,00:03:57.40,1.15,2.41,1.72,0.23
0,00:03:57.42,0.8,2.64,0.11,0.11
0,00:03:57.45,-0.8,0,0.46,0.23
0,00:03:57.47,-0.11,0.92,1.03,0.23
0,00:03:57.49,0.11,0.46,1.03,0.11
0,00:03:57.51,1.26,2.3,1.15,0.11
0,00:03:57.53,0.8,2.3,0.46,0.11
0,00:03:57.55,0.8,0.8,1.15,0.11
